Date,Open,High,Low,Close,Volume
2010-01-04,38.01681228316593,38.849246772470494,37.96982013752196,38.74855041503906,5277400
2010-01-05,38.4867407431386,38.728413565399045,37.775141288433474,38.41289520263672,7882800
2010-01-06,38.2249181553175,38.527012337756105,37.92953859964407,38.12422180175781,6015100
2010-01-07,37.86912697525113,37.94968458561686,36.68760596665947,37.775142669677734,10371600
2010-01-08,37.64087761629708,38.15108178169172,37.35221007661122,38.110801696777344,6576000
2010-01-11,38.218199033553574,38.506866470047555,38.01008917721068,38.27861785888672,4062700
2010-01-12,38.359190058785416,38.547158671071095,36.80172925758337,37.6140251159668,11268300
2010-01-13,37.828838843385476,38.09736756866185,37.567024744724854,37.949676513671875,5056200
2010-01-14,37.82883221489346,37.94966986400629,37.53345271755058,37.7012825012207,4668900
2010-01-15,37.614023852963,37.93625684643863,37.35892433367825,37.761714935302734,7240000
2010-01-19,37.86912250657649,38.76869049229613,37.7549994520986,38.63442611694336,8570100
2010-01-20,38.68141652433135,38.68141652433135,37.86912080325929,38.39946365356445,6625700
2010-01-21,38.55386241164878,38.64113462594181,37.801985613953775,38.016807556152344,5833700
2010-01-22,38.04365427462466,38.46658604809266,37.9496700051605,37.99666213989258,5967600
2010-01-25,38.077222766665585,38.124214901998045,37.29177803447581,37.39918899536133,6719400
2010-01-26,37.72814380778843,38.17792649330029,37.3924841699271,37.983245849609375,14880300
2010-01-27,37.828849601581226,38.85597009111973,37.828849601581226,38.761985778808594,9695000
2010-01-28,38.84923254065009,39.46013277110769,38.64112527500079,38.990211486816406,11638200
2010-01-29,39.171493917553455,39.560860477818316,39.04394412757745,39.258766174316406,9465700
2010-02-01,39.2855888958519,39.500410774856086,39.18489001968422,39.41985321044922,7079100
2010-02-02,39.3393094924587,39.8092335091017,39.21175974887726,39.76224136352539,7660900
2010-02-03,39.54071168430954,39.88979550107759,39.51385829505657,39.65483474731445,7082600
2010-02-04,39.540707664378736,39.64811864959047,38.48673657171361,38.62099838256836,9534500
2010-02-05,38.627722076370496,38.95666717540676,38.02353354218891,38.72170639038086,8409900
2010-02-08,38.627708078445494,38.88280753520757,38.063799837852144,38.57400131225586,5947800
2010-02-09,39.097638158836645,39.205049147148834,38.06380579578183,38.40617752075195,18732200
2010-02-10,38.32562480306973,38.45988919578751,37.84227401363784,38.15779495239258,6019100
2010-02-11,37.96982262364179,38.26520221001279,37.748286013203504,37.929542541503906,8491100
2010-02-12,37.741572911080524,38.07723257037969,37.60730853518486,37.916114807128906,8008700
2010-02-16,38.01009013887904,38.26519213683752,37.72813732077707,38.258480072021484,5245900
2010-02-17,38.218207139122946,38.647851072222885,38.09736946282861,38.39946365356445,6831900
2010-02-18,38.46658421876412,38.560568483758736,38.332319885537885,38.44644546508789,8120500
2010-02-19,38.29875005150258,38.741820507735746,38.23161917302559,38.520286560058594,7131600
2010-02-22,38.50688473462162,38.56058895990222,38.13094491413537,38.332340240478516,7176800
2010-02-23,38.23835149032959,38.412895964227374,37.82884625643121,37.8489875793457,7703000
2010-02-24,38.036945700695384,38.25176763943607,37.828835827155565,38.09065246582031,4887700
2010-02-25,37.916118084621466,37.916118084621466,37.4461940088061,37.761714935302734,6592200
2010-02-26,37.761712084092885,38.28534033884404,37.66101316084997,38.003387451171875,6351700
2010-03-01,38.09065573284283,38.32561644821811,38.07722904041,38.19806671142578,5638400
2010-03-02,38.20477849453027,38.278624021924614,37.90939894583258,38.17792510986328,7219100
2010-03-03,38.17792539233666,38.37932065706972,38.043661028888046,38.19806671142578,5655600
2010-03-04,38.271916914674435,38.31891162751466,37.84227291910856,38.110801696777344,6127000
2010-03-05,38.097371527710905,38.439743255181554,37.73485847917964,38.42631912231445,6529100
2010-03-08,38.43301877366059,39.00363898874319,38.39945333057558,38.6746940612793,4409300
2010-03-09,38.44646460722646,38.88953533485843,38.43974997873846,38.77540969848633,5095400
2010-03-10,38.923101836530485,38.929816465198215,38.60086880425281,38.78883743286133,4620700
2010-03-11,38.55386664959586,38.76197654936155,38.3189059247635,38.594146728515625,4346900
2010-03-12,38.74855055036706,38.7686893097477,38.37261082302244,38.55386734008789,3601400
2010-03-15,38.4464548837756,38.768687825932325,37.94967749740079,38.19135284423828,7051800
2010-03-16,38.459883806610705,38.62771363377077,38.070517378377,38.54715347290039,6256500
2010-03-17,38.5068751942798,38.55386734008789,38.1980689330038,38.55386734008789,5348600
2010-03-18,38.540442020378684,39.2319000998084,38.372612190545844,39.144630432128906,6442600
2010-03-19,39.554125952784666,40.36642412936926,38.70155282412597,40.279151916503906,18901000
2010-03-22,40.01733619699068,40.540964330940824,39.9434906784327,40.339569091796875,8837000
2010-03-23,40.20530571145093,40.33285799598111,40.01733715851737,40.31943130493164,5024800
2010-03-24,40.13818551034736,40.27916196260525,39.58098920730885,39.65483474731445,9367100
2010-03-25,39.87635452899701,40.138168561458585,39.60782587161747,39.78236770629883,8863000
2010-03-26,39.8360911928601,40.22545509262215,39.60784250648919,39.88308334350586,5627100
2010-03-29,40.077758318313016,40.379852482294,40.01733948551682,40.21873474121094,4268700
2010-03-30,40.15160054337978,40.460406747459125,39.98377075061325,40.339569091796875,4360400
2010-03-31,40.27915628127451,40.426847340454046,40.071046385237864,40.17174530029297,4975100
2010-04-01,40.245587575583656,40.9101921663914,40.245587575583656,40.81620788574219,5916500
2010-04-05,40.77593982014294,40.876636189508865,40.46041889552666,40.56111526489258,3679800
2010-04-06,40.44697779680452,40.608095515645054,40.17173705448135,40.47383117675781,3947200
2010-04-07,40.47384067607615,40.789359001503,40.33286423955268,40.51411819458008,4573500
2010-04-08,40.5544045788261,40.83636005658762,40.19189149065282,40.62825012207031,4367700
2010-04-09,40.45371137658719,40.896782137945976,40.45371137658719,40.883358001708984,3585500
2010-04-12,40.72222914299214,40.883346903786936,40.39328155510607,40.52754592895508,5588600
2010-04-13,40.23216724586104,40.88334780887278,40.23216724586104,40.73565673828125,4710500
2010-04-14,40.561117135955676,41.08474801215797,40.53426630608092,41.04446792602539,5183600
2010-04-15,40.863208227840005,40.99747261037872,40.581255329300795,40.708805084228516,4636700
2010-04-16,40.73566644248839,40.99076856313243,40.30602238301248,40.76251983642578,7315800
2010-04-19,40.675218964367346,41.12500147235455,40.38655158487036,40.99745178222656,4270300
2010-04-20,41.01761414204235,41.01761414204235,40.21203291415617,40.400001525878906,7220000
2010-04-21,40.17846206586858,40.27916099270237,39.010367831173056,39.41315841674805,13763400
2010-04-22,38.80898449202382,39.42659725492171,38.285353496435526,39.0439453125,10389400
2010-04-23,38.996943595095,39.607844139558054,38.775406966447825,39.527286529541016,7107600
2010-04-26,39.594414333506336,39.74210540766715,39.21176251488975,39.225189208984375,6157000
2010-04-27,39.070788392914515,39.554136604679755,38.78883292191128,38.8291130065918,6178400
2010-04-28,38.88280193987477,39.31244832492596,38.78881767344704,39.05734634399414,6236100
2010-04-29,39.19161179215602,39.641394383083394,38.98350193852855,39.33258819580078,4342600
2010-04-30,39.48028356095756,39.62797204538142,38.45987805706398,38.473304748535156,8187900
2010-05-03,38.56728967530262,38.90294928507743,38.3524677299171,38.66127395629883,5912300
2010-05-04,38.33905352310564,38.419611138638416,37.53346968513656,38.151084899902344,7686400
2010-05-05,38.224910748968085,38.50015149277567,37.795266910915196,37.99666213989258,5988200
2010-05-06,37.882546808974624,37.92282688730188,35.44565712909116,36.754730224609375,9744800
2010-05-07,36.607046933300126,37.11053649527677,35.929015449958925,36.560054779052734,10580700
2010-05-10,37.12395665065572,38.231634516213326,37.02997235871845,37.311927795410156,8395700
2010-05-11,37.117246298164986,38.09065983694892,36.922563078232194,37.54689025878906,5909600
2010-05-12,37.540164921741564,38.15777985960205,37.27163880339815,37.99666213989258,5446800
2010-05-13,37.83555385997667,37.93625021233341,37.44618746040066,37.51332092285156,4741100
2010-05-14,37.39248474925917,37.5133224256318,36.392217886147904,36.71445083618164,5717100
2010-05-17,37.17766524126055,37.17766524126055,36.1706862454801,36.795013427734375,5898400
2010-05-18,36.87555987966024,37.15751268399749,36.62717251952324,36.70101547241211,4389400
2010-05-19,36.58690158142884,37.43276276643253,36.479490596652504,37.097103118896484,5816900
2010-05-20,36.372071573289624,36.74801121736038,35.47250381427117,35.539634704589844,7296300
2010-05-21,35.03614588821007,35.9088628411704,34.78775851712165,35.203975677490234,10539300
2010-05-24,34.915314570561776,35.6806206996854,34.66021508840039,35.3516731262207,7187300
2010-05-25,34.87503012417214,35.35166610291082,34.351399449235096,35.2778205871582,8788100
2010-05-26,35.20398287637636,35.20398287637636,33.780786689296455,33.807640075683594,11039900
2010-05-27,34.25742642942813,34.53938189482169,34.009038981040575,34.52595520019531,7325700
2010-05-28,34.74077508859705,35.063008057475535,34.546091869624625,34.76091384887695,11169800
2010-06-01,34.720632676458315,35.170415347935474,34.069452179844795,34.07616424560547,7269600
2010-06-02,35.96930125846038,37.808715316717134,35.78804468001072,37.65431213378906,26218700
2010-06-03,37.52003318482575,37.61401747186866,36.88227937304632,37.352203369140625,10172900
2010-06-04,36.80174054945536,37.16425375084784,36.351957643227735,36.47950744628906,10356200
2010-06-07,36.365345943528624,36.39219931588195,35.71416830967095,35.92227554321289,9955400
2010-06-08,35.92899876285634,36.17738611435565,35.553059142600745,36.130393981933594,7986100
2010-06-09,36.11698583544265,36.29153032623424,35.539650699698946,35.68062973022461,6267100
2010-06-10,35.98942746493636,36.4459247859704,35.76789087051697,36.25795364379883,6195300
2010-06-11,36.002867635582035,36.56006152194349,35.9357341450753,36.31838607788086,4252400
2010-06-14,36.39221349650941,36.801718621390954,36.27137583471225,36.2982292175293,4265400
2010-06-15,36.35864324114982,37.029962357538025,36.30493904349595,37.003108978271484,4855600
2010-06-16,36.842002807185395,37.271646736688226,36.721165131902744,37.07025146484375,4742700
2010-06-17,37.050103863223555,37.22464828054008,36.59360662530563,37.217933654785156,5723700
2010-06-18,37.21793891906432,37.47304095536701,36.65403063722032,37.05682373046875,10851900
2010-06-21,38.171211283868615,39.151336731097594,37.801986224803414,37.942962646484375,10162100
2010-06-22,37.822129542348314,38.3994645512784,37.62073426410942,37.6744384765625,5819800
2010-06-23,37.432767249888684,38.02352901735613,37.170953103192936,37.7281494140625,5859200
2010-06-24,37.53345851941222,38.11750553981909,37.40590878602303,37.694576263427734,9048100
2010-06-25,38.003403647324674,38.31892468446542,37.25823846821932,37.76844024658203,33297400
2010-06-28,37.6274513120389,37.65430470226066,36.922566464439285,37.19780731201172,6204700
2010-06-29,36.80844105113838,36.895710722476146,36.137121703665905,36.33180236816406,8307300
2010-06-30,36.163973452810865,36.5801933026834,35.311397552490234,35.311397552490234,8538100
2010-07-01,35.304683210872255,35.304683210872255,34.23728538753166,34.92203140258789,9754700
2010-07-02,34.91531406054072,35.244261629200366,34.51252352341606,34.70720672607422,5238100
2010-07-06,34.93545613817763,35.069720507092896,34.06945364759797,34.43867874145508,6093000
2010-07-07,34.747482557961035,34.84146940221943,33.941901522783425,34.50580978393555,7568900
2010-07-08,34.57967167910954,35.0831613821657,34.25072650720624,35.06302261352539,6758600
2010-07-09,35.143551691083545,35.31809608040047,34.84146016343628,35.28453063964844,4810900
2010-07-12,35.069713894769585,35.284535820177844,34.84146527891339,35.203975677490234,4254900
2010-07-13,35.35166945742929,35.77460127631215,35.27111186936383,35.418800354003906,3907400
2010-07-14,35.109988122751915,35.579912000978396,35.09656143355926,35.32481002807617,4083000
2010-07-15,35.27111890771434,35.72761626597854,35.103289071907795,35.52621841430664,4685300
2010-07-16,35.51951700016133,35.667208119446094,34.86162415379958,35.02273941040039,8027500
2010-07-19,35.217411968680494,35.989430234183594,35.11671560418882,35.98271560668945,7830300
2010-07-20,35.55307745668065,35.714195251464844,34.962318184526346,35.714195251464844,5630400
2010-07-21,35.64705937358542,35.78803839487454,34.969027901466596,35.076438903808594,6019900
2010-07-22,35.32481681398811,36.137115020472336,35.32481681398811,35.788028717041016,5049300
2010-07-23,35.5933353029549,35.70074624539534,34.6467755724239,35.412078857421875,8760900
2010-07-26,35.29795826863579,36.177384619814546,35.29795826863579,36.029693603515625,4091300
