timesteps,reward_train,reward_ext,reward_intrinsic,reward_surprise_raw,reward_surprise,reward_dejavu_raw,reward_dejavu,intrinsic_eta,intrinsic_time_decay,intrinsic_volatility_factor,intrinsic_surprise_loss,intrinsic_dejavu_loss,intrinsic_warmup,episode_reward_mean,explained_variance,value_loss,entropy_loss,approx_kl
256,-0.03568316996097565,-0.035683171057129225,0.0,0.0,0.0,0.3838833272457123,0.21427535618196647,0.4573754619880558,0.9993652015698321,0.45766598763855,0.0,0.171198770403862,True,,,,,
512,-0.16106434166431427,-0.1610643413818354,0.0,0.0,0.0,0.06189804524183273,0.048485206873813,0.5870238527979118,0.9987283092848169,0.5877713161232767,0.0,0.038487277925014496,True,,,,,
768,0.050154417753219604,0.05015441735382192,0.0,0.0,0.0,0.006870026234537363,0.006586925084168364,0.3831553108284727,0.9980943181219187,0.38388687709338276,0.0,0.015727533027529716,True,,,,,
1024,0.1770763099193573,0.17707630310058595,0.0,0.0,0.0,0.01908288151025772,0.021132436390383785,0.6991387518222308,0.997458235766909,0.7009203260371987,0.0,0.011939235962927341,True,,,,,
1280,0.0985218733549118,0.0979594419242858,0.0005624313487801007,0.0,0.0,0.01503160409629345,0.018613814382482625,0.6043160603443023,0.9968225587851741,0.6062423598045185,0.0,0.008319173939526081,False,,,,,
1536,-0.06473680585622787,-0.0648325790145871,9.577244140901132e-05,0.0,0.0,0.002972780028358102,0.004031697579591378,0.47509734804423537,0.9961897773897014,0.47691449844940653,0.0,0.006180387455970049,False,,,,,
1792,0.10626015812158585,0.1059811765914914,0.00027898329683290657,0.0,0.0,0.007675623521208763,0.011245242095545444,0.4961801523924854,0.995554908792482,0.49839556614140657,0.0,0.005570163484662771,False,,,,,
2048,-0.7284910678863525,-0.7289041762542736,0.0004131132081987606,0.0,0.0,0.008039033971726894,0.012592029865412326,0.6561502992198203,0.9949204447950135,0.6595002672349435,0.0,0.0049569373950362206,False,,,,,
2304,0.09505131095647812,0.09485596091613843,0.0001953478273218741,0.0,0.0,0.0045548854395747185,0.007566310137688126,0.5163621997169741,0.9942888708585157,0.5193281498475616,0.0,0.004497309681028128,False,,-0.20526659488677979,0.23147687837481498,-7.085168588161468,0.006940447725355625
2560,-0.05654040351510048,-0.0567436385131834,0.00020323617675714443,0.0,0.0,0.004793793894350529,0.00839461274473322,0.48420619970743684,0.9936552137030219,0.4872980013891958,0.0,0.003865498583763838,False,,-0.20526659488677979,0.23147687837481498,-7.085168588161468,0.006940447725355625
