timesteps,reward_train,reward_ext,reward_intrinsic,reward_surprise,reward_dejavu,intrinsic_eta,intrinsic_volatility_factor,intrinsic_surprise_loss,intrinsic_dejavu_loss,intrinsic_warmup,episode_reward_mean,explained_variance,value_loss,entropy_loss,approx_kl
3780,-0.2605304419994354,-0.2605304419994354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3800,0.19392476975917816,0.19392476975917816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3820,0.023532673716545105,0.023532673716545105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3840,0.6124091744422913,0.6124091744422913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3860,0.2728886008262634,0.2728886008262634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3880,0.5850286483764648,0.5850286483764648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3900,-0.6579975485801697,-0.6579975485801697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3920,0.02983410656452179,0.02983410656452179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3940,0.4394298791885376,0.4394298791885376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3960,0.13530154526233673,0.13530154526233673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
3980,-0.08040264248847961,-0.08040264248847961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
4000,0.14239805936813354,0.14239805936813354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
4020,0.00343437516130507,0.00343437516130507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
4040,0.020273085683584213,0.020273085683584213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
4060,0.12236300110816956,0.12236300110816956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
4080,-0.00519117247313261,-0.00519117247313261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.4591207504272461,0.2420214105397463,-7.099905008077622,0.006961468607187271
