timesteps,reward_train,reward_ext,reward_intrinsic,reward_surprise_raw,reward_surprise,reward_dejavu_raw,reward_dejavu,intrinsic_eta,intrinsic_time_decay,intrinsic_volatility_factor,intrinsic_surprise_loss,intrinsic_dejavu_loss,intrinsic_warmup,episode_reward_mean,explained_variance,value_loss,entropy_loss,approx_kl
256,-0.022639453411102295,-0.022639454125976774,0.0,0.14676138758659363,0.04688514322587387,0.0,0.0,0.4694112684274538,0.9993652015698321,0.4697094392421197,-0.3101244568824768,0.0,True,,,,,
512,0.12665288150310516,0.12665288217544732,0.0,-0.4917043447494507,0.0,0.0,0.0,0.7203639473470017,0.9987283092848169,0.721281193944377,-0.6203687191009521,0.0,True,,,,,
768,0.04825650155544281,0.04825649989166268,0.0,-0.8153664469718933,0.0,0.0,0.0,0.43082306193120035,0.9980943181219187,0.43164564120740206,-0.7259705066680908,0.0,True,,,,,
1024,0.09688375145196915,0.09688374779357983,0.0,-0.8863370418548584,0.0,0.0,0.0,0.5743837254287885,0.997458235766909,0.5758473937379102,-0.8336538672447205,0.0,True,,,,,
1280,0.05172676220536232,0.05172676280517626,0.0,-0.7546618580818176,0.0,0.0,0.0,0.6519604629687457,0.9968225587851741,0.6540386322750247,-0.8881454467773438,0.0,False,,,,,
1536,-0.09278743714094162,-0.09278743537902774,0.0,-1.058803915977478,0.0,0.0,0.0,0.44142692331347505,0.9961897773897014,0.4431152912150316,-0.962755024433136,0.0,False,,,,,
1792,0.09183809906244278,0.09183810183715832,0.0,-0.8730639815330505,0.0,0.0,0.0,0.5072312477086823,0.995554908792482,0.5094960039159547,-0.9635956287384033,0.0,False,,,,,
2048,-0.3533304035663605,-0.35333040987167336,0.0,-0.6509230136871338,0.0,0.0,0.0,0.6506491457795256,0.9949204447950135,0.6539710277172772,-0.9975829720497131,0.0,False,,,,,
2304,0.26548928022384644,0.26548927760238733,0.0,-1.1939406394958496,0.0,0.0,0.0,0.5005670833811884,0.9942888708585157,0.5034423074141172,-1.0585218667984009,0.0,False,,-0.5563361644744873,0.23312532864511012,-7.087785947322845,0.0064071668311953545
2560,0.07340534776449203,0.07340535058593668,0.0,-0.9788140654563904,0.0,0.0,0.0,0.49003406404800837,0.9936552137030219,0.4931630783899525,-1.0496059656143188,0.0,False,,-0.5563361644744873,0.23312532864511012,-7.087785947322845,0.0064071668311953545
