timesteps,reward_train,reward_ext,reward_intrinsic,reward_surprise_raw,reward_surprise,reward_dejavu_raw,reward_dejavu,intrinsic_eta,intrinsic_time_decay,intrinsic_volatility_factor,intrinsic_surprise_loss,intrinsic_dejavu_loss,intrinsic_warmup,episode_reward_mean,explained_variance,value_loss,entropy_loss,approx_kl
256,-0.03240491449832916,-0.032404914034271495,0.0,-0.32924503087997437,0.0,0.20831912755966187,0.1207971988359778,0.5017677809407936,0.9993652015698321,0.5020865046657639,-0.29982027411460876,0.19188329577445984,True,,,,,
512,-0.11409629881381989,-0.11409629656295583,0.0,-0.48824605345726013,0.0,0.07099967449903488,0.057994987909017484,0.61081731239851,0.9987283092848169,0.6115950721732445,-0.6782240867614746,0.026929136365652084,True,,,,,
768,0.0519012026488781,0.0519012037933353,0.0,-0.8177412152290344,0.0,0.01119070965796709,0.011188271713961005,0.4633526876867126,0.9980943181219187,0.46423737644212637,-0.7781749963760376,0.014435072429478168,True,,,,,
1024,0.30464035272598267,0.30464036036987235,0.0,-0.5919555425643921,0.0,0.006712986622005701,0.007751827168405282,0.600083910097687,0.997458235766909,0.6016130686778124,-0.8677463531494141,0.010541732423007488,True,,,,,
1280,0.07687819004058838,0.07656962622070423,0.00030856135828536725,-1.1078420877456665,0.0,0.007088294252753258,0.009152779515774107,0.6742462390874501,0.9968225587851741,0.6763954458546291,-0.9322105646133423,0.007812141440808773,False,,,,,
1536,-0.12418466061353683,-0.12450933085937432,0.00032467051757222433,-0.8691734671592712,0.0,0.007431778125464916,0.010509925962389477,0.6178359747425073,0.9961897773897014,0.620199071266734,-0.945088803768158,0.006840208545327187,False,,,,,
1792,0.056065883487463,0.055468220198059866,0.0005976647149129522,-0.9887428283691406,0.0,0.018265435472130775,0.027903895222537438,0.4283736805535522,0.995554908792482,0.4302863425917217,-0.9936100244522095,0.0057877302169799805,False,,,,,
2048,-0.30591556429862976,-0.30621718019409166,0.0003016276471270596,-0.5117545127868652,0.0,0.007065284997224808,0.011539902119008743,0.5227559887708456,0.9949204447950135,0.5254249136256826,-1.0214494466781616,0.004488078411668539,False,,,,,
2304,0.3051691949367523,0.3049562916885378,0.00021291618813085853,-0.9498317837715149,0.0,0.004398463759571314,0.007618819255099705,0.5589217462754263,0.9942888708585157,0.5621321556107,-1.0480856895446777,0.004678919445723295,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
2560,0.012484678067266941,0.012384193563842565,0.00010048421309798102,-0.8797537684440613,0.0,0.0023115738295018673,0.004220935995432405,0.47612289410082426,0.9936552137030219,0.47916308145405173,-1.1012113094329834,0.003808410372585058,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
2816,-0.04174394905567169,-0.04201377231597871,0.00026982348603431147,-1.1468398571014404,0.0,0.005551803857088089,0.010633123980565004,0.5075149815378605,0.9930219603752309,0.5110813272911778,-1.0963574647903442,0.0033956062979996204,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
3072,-0.09476321935653687,-0.0949645697418222,0.0002013472746171259,-0.6320957541465759,0.0,0.00444351090118289,0.008887928141609464,0.45308033865508973,0.9923915915936625,0.45655398785422674,-1.144696593284607,0.0029689075890928507,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
3328,0.04302867501974106,0.04296941044616688,5.926388838555634e-05,-1.2117860317230225,0.0,0.001164512475952506,0.002424517557567141,0.4888715959229771,0.9917591435682489,0.49293379253763836,-1.13112211227417,0.0028850045055150986,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
3584,0.17043818533420563,0.17030853538513038,0.000129655016001483,-0.8718801140785217,0.0,0.0029074866324663162,0.00628134908246683,0.4128253797051015,0.9911295764208071,0.41652008932667234,-1.1644943952560425,0.002827119780704379,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
3840,0.277078241109848,0.2768168807983399,0.000261350123520639,-0.7447163462638855,0.0,0.004519105423241854,0.01010631292819991,0.5172017240657311,0.9904979326736753,0.5221633554243125,-1.2221763134002686,0.0025609175208956003,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
4096,-0.47684428095817566,-0.47732218602295035,0.00047789488044390596,-1.1114552021026611,0.0,0.0075361761264503,0.017407066746936775,0.549081459147049,0.9898666914711075,0.5547024300120879,-1.218729853630066,0.002513389103114605,False,,-0.3821871280670166,0.19520353395491838,-7.090291941165924,0.006871289107948542
4352,-0.10938303172588348,-0.1095159167099002,0.00013288621738331467,-1.3421704769134521,0.0,0.002317980397492647,0.005518448292558842,0.48160718498531707,0.9892383256492862,0.4868464681341722,-1.2605481147766113,0.002170014660805464,False,,-0.012863397598266602,0.17549613323062657,-7.076521587371826,0.006382308900356293
