timesteps,reward_train,reward_ext,reward_intrinsic,reward_surprise_raw,reward_surprise,reward_dejavu_raw,reward_dejavu,intrinsic_eta,intrinsic_time_decay,intrinsic_volatility_factor,intrinsic_surprise_loss,intrinsic_dejavu_loss,intrinsic_warmup,episode_reward_mean,explained_variance,value_loss,entropy_loss,approx_kl
256,-0.03568316996097565,-0.03568316996097565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
512,-0.16106434166431427,-0.16106434166431427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
768,0.050154417753219604,0.050154417753219604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1024,0.1770763099193573,0.1770763099193573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1280,0.09795944392681122,0.09795944392681122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1536,-0.06483257561922073,-0.06483257561922073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
1792,0.10598117858171463,0.10598117858171463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
2048,-0.7289041876792908,-0.7289041876792908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,
2304,0.07728204131126404,0.07728204131126404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
2560,-0.0544312559068203,-0.0544312559068203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
2816,-0.032897766679525375,-0.032897766679525375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
3072,-0.10111741721630096,-0.10111741721630096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
3328,0.0020117410458624363,0.0020117410458624363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
3584,0.1926877349615097,0.1926877349615097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
3840,0.4650733470916748,0.4650733470916748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
4096,-0.3763565123081207,-0.3763565123081207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.20532965660095215,0.2292511358857155,-7.081951129436493,0.007140189874917269
4352,-0.10968982428312302,-0.10968982428312302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,-0.08116376399993896,0.18101872280240058,-7.058894956111908,0.005840756930410862
